  'device name' , 'row' , 'pod' , 'cabinet' , 'bottom U' , 'top U' , 'device type'
  'node210' , '5' , 'a' , '17' , '23' , '24' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node211' , '5' , 'a' , '17' , '25' , '26' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node212' , '5' , 'a' , '17' , '27' , '28' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node213' , '5' , 'a' , '17' , '29' , '30' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node214' , '5' , 'a' , '17' , '31' , '32' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node215' , '5' , 'a' , '17' , '33' , '34' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node216' , '5' , 'a' , '17' , '35' , '36' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node217' , '5' , 'a' , '18' , '01' , '02' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node218' , '5' , 'a' , '18' , '03' , '04' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node219' , '5' , 'a' , '18' , '05' , '06' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node220' , '5' , 'a' , '18' , '07' , '08' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node221' , '5' , 'a' , '18' , '09' , '10' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node222' , '5' , 'a' , '18' , '11' , '12' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node223' , '5' , 'a' , '18' , '13' , '14' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node224' , '5' , 'a' , '18' , '15' , '16' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node225' , '5' , 'a' , '18' , '17' , '18' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node226' , '5' , 'a' , '18' , '19' , '20' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node227' , '5' , 'a' , '18' , '21' , '22' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node228' , '5' , 'a' , '18' , '23' , '24' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node229' , '5' , 'a' , '18' , '25' , '26' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node230' , '5' , 'a' , '18' , '27' , '28' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node231' , '5' , 'a' , '18' , '29' , '30' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node232' , '5' , 'a' , '18' , '31' , '32' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node233' , '5' , 'a' , '18' , '33' , '34' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node234' , '5' , 'a' , '18' , '35' , '36' , 'Dell R720' , '{ppool: "engaging1"},{pgroup: "follows (darwin)"}'
  'node235' , '5' , 'c' , '09' , '28' , '28' , 'Dell C4140' , '{ppool: "engaging1"},{pgroup: "cnh Dell loan/donation"}'
  'node236' , '5' , 'a' , '19' , '01' , '01' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node237' , '5' , 'a' , '19' , '02' , '02' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node238' , '5' , 'a' , '19' , '03' , '03' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node239' , '5' , 'a' , '19' , '04' , '04' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node240' , '5' , 'a' , '19' , '05' , '05' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node241' , '5' , 'a' , '19' , '06' , '06' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node242' , '5' , 'a' , '19' , '07' , '07' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node243' , '5' , 'a' , '19' , '08' , '08' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node244' , '5' , 'a' , '19' , '09' , '09' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node245' , '5' , 'a' , '19' , '10' , '10' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node246' , '5' , 'a' , '19' , '11' , '11' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node247' , '5' , 'a' , '19' , '12' , '12' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node248' , '5' , 'a' , '19' , '13' , '13' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node249' , '5' , 'a' , '19' , '14' , '14' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node250' , '5' , 'a' , '19' , '15' , '15' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node251' , '5' , 'a' , '19' , '16' , '16' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node252' , '5' , 'a' , '19' , '17' , '17' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node253' , '5' , 'a' , '19' , '18' , '18' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node254' , '5' , 'a' , '19' , '19' , '19' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node255' , '5' , 'a' , '19' , '20' , '20' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node256' , '5' , 'a' , '19' , '21' , '21' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node257' , '5' , 'a' , '19' , '22' , '22' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node258' , '5' , 'a' , '19' , '23' , '23' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node259' , '5' , 'a' , '19' , '24' , '24' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node260' , '5' , 'a' , '19' , '25' , '25' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node261' , '5' , 'a' , '19' , '26' , '26' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node262' , '5' , 'a' , '19' , '27' , '27' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node263' , '5' , 'a' , '19' , '28' , '28' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node264' , '5' , 'a' , '19' , '29' , '29' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node265' , '5' , 'a' , '19' , '30' , '30' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node266' , '5' , 'a' , '19' , '31' , '31' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node267' , '5' , 'a' , '19' , '32' , '32' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node268' , '5' , 'a' , '19' , '33' , '33' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node269' , '5' , 'a' , '19' , '34' , '34' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node270' , '5' , 'a' , '19' , '35' , '35' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "raffaele"}'
  'node271' , '5' , 'a' , '19' , '36' , '36' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node272' , '5' , 'a' , '21' , '01' , '01' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node273' , '5' , 'a' , '21' , '02' , '02' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node274' , '5' , 'a' , '21' , '03' , '03' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node275' , '5' , 'a' , '21' , '04' , '04' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node276' , '5' , 'a' , '21' , '05' , '05' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node277' , '5' , 'a' , '21' , '06' , '06' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node278' , '5' , 'a' , '21' , '07' , '07' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node279' , '5' , 'a' , '21' , '08' , '08' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node280' , '5' , 'a' , '21' , '09' , '09' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node281' , '5' , 'a' , '21' , '10' , '10' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node282' , '5' , 'a' , '21' , '11' , '11' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node283' , '5' , 'a' , '21' , '12' , '12' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node284' , '5' , 'a' , '21' , '13' , '13' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node285' , '5' , 'a' , '21' , '14' , '14' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node286' , '5' , 'a' , '21' , '15' , '15' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node287' , '5' , 'a' , '21' , '16' , '16' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node288' , '5' , 'a' , '21' , '17' , '17' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node289' , '5' , 'a' , '21' , '18' , '18' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node290' , '5' , 'a' , '21' , '19' , '19' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node291' , '5' , 'a' , '21' , '20' , '20' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node292' , '5' , 'a' , '21' , '21' , '21' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node293' , '5' , 'a' , '21' , '22' , '22' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node294' , '5' , 'a' , '21' , '23' , '23' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node295' , '5' , 'a' , '21' , '24' , '24' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node296' , '5' , 'a' , '21' , '25' , '25' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "chisholm"}'
  'node297' , '5' , 'a' , '21' , '26' , '26' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node298' , '5' , 'a' , '21' , '27' , '27' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node299' , '5' , 'a' , '21' , '28' , '28' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node300' , '5' , 'a' , '21' , '29' , '29' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node301' , '5' , 'a' , '21' , '30' , '30' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node302' , '5' , 'a' , '21' , '31' , '31' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node303' , '5' , 'a' , '21' , '32' , '32' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node304' , '5' , 'a' , '21' , '33' , '33' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node305' , '5' , 'a' , '21' , '34' , '34' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node306' , '5' , 'a' , '21' , '35' , '35' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node307' , '5' , 'a' , '21' , '36' , '36' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node308' , '5' , 'a' , '21' , '37' , '37' , 'Compute Node' , '{ppool: "engaging1"},{pgroup: "ERL Hager + Fehler"}'
  'node309' , '5' , 'c' , '09' , '29' , '30' , 'Dell R730' , '{ppool: "engaging1"},{pgroup: "rgmark (Mohammad Ghassemi, ghassemi@mit.edu)"}'
  'node310' , '5' , 'c' , '09' , '31' , '32' , 'Dell R730' , '{ppool: "engaging1"},{pgroup: "rgmark (Mohammad Ghassemi, ghassemi@mit.edu)"}'
  'node311' , '5' , 'c' , '09' , '33' , '34' , 'Dell R730' , '{ppool: "engaging1"},{pgroup: "rgmark (Mohammad Ghassemi, ghassemi@mit.edu)"}'
  'node312' , '5' , 'c' , '09' , '35' , '36' , 'Dell R730' , '{ppool: "engaging1"},{pgroup: "rgmark (Mohammad Ghassemi, ghassemi@mit.edu)"}'
  'node313' , '5' , 'c' , '09' , '01' , '01' , 'Dell R430' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node314' , '5' , 'c' , '09' , '02' , '02' , 'Dell R430' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node315' , '5' , 'c' , '09' , '03' , '03' , 'Dell R430' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node316' , '5' , 'c' , '09' , '04' , '04' , 'Dell R430' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node317' , '5' , 'c' , '09' , '05' , '05' , 'Dell R430' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node318' , '5' , 'c' , '09' , '06' , '06' , 'Dell R430' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node319' , '5' , 'c' , '09' , '07' , '07' , 'Dell R430' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node320' , '5' , 'c' , '09' , '08' , '08' , 'Dell R430' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node321' , '5' , 'c' , '09' , '09' , '09' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "langer (Jiaqi Lin, jqlin@mit.edu)"}'
  'node322' , '5' , 'c' , '09' , '10' , '10' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "langer (Jiaqi Lin, jqlin@mit.edu)"}'
  'node323' , '5' , 'c' , '09' , '11' , '11' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "langer (Jiaqi Lin, jqlin@mit.edu)"}'
  'node324' , '5' , 'c' , '09' , '12' , '12' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "langer (Jiaqi Lin, jqlin@mit.edu)"}'
  'node325' , '5' , 'c' , '09' , '13' , '13' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "langer (Jiaqi Lin, jqlin@mit.edu)"}'
  'node326' , '5' , 'c' , '09' , '14' , '14' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "langer (Jiaqi Lin, jqlin@mit.edu)"}'
  'node327' , '5' , 'c' , '09' , '15' , '15' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "langer (Jiaqi Lin, jqlin@mit.edu)"}'
  'node328' , '5' , 'c' , '09' , '16' , '16' , 'Dell R630' , '{ppool: "engaging1"},{pgroup: "langer (Jiaqi Lin, jqlin@mit.edu)"}'
  'node329' , '5' , 'c' , '09' , '17' , '17' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node330' , '5' , 'c' , '09' , '18' , '18' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node331' , '5' , 'c' , '09' , '19' , '19' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node332' , '5' , 'c' , '09' , '20' , '20' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node333' , '5' , 'c' , '09' , '21' , '21' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node334' , '5' , 'c' , '09' , '22' , '22' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node335' , '5' , 'c' , '09' , '23' , '23' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node336' , '5' , 'c' , '09' , '24' , '24' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node337' , '5' , 'c' , '09' , '25' , '25' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node338' , '5' , 'c' , '09' , '26' , '26' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node339' , '5' , 'c' , '13' , '01' , '04' , 'Lenovo x3850' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node340' , '5' , 'c' , '13' , '05' , '08' , 'Lenovo x3850' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node341' , '5' , 'c' , '13' , '09' , '12' , 'Lenovo x3850' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node342' , '5' , 'c' , '13' , '13' , '16' , 'Lenovo x3850' , '{ppool: "engaging1"},{pgroup: "cnh RC2"}'
  'node343' , '5' , 'c' , '13' , '19' , '19' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node344' , '5' , 'c' , '13' , '20' , '20' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node345' , '5' , 'c' , '13' , '21' , '21' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node346' , '5' , 'c' , '13' , '22' , '22' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node347' , '5' , 'c' , '13' , '23' , '23' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node348' , '5' , 'c' , '13' , '24' , '24' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node349' , '5' , 'c' , '13' , '25' , '25' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node350' , '5' , 'c' , '13' , '26' , '26' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node351' , '5' , 'c' , '13' , '27' , '27' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node352' , '5' , 'c' , '13' , '28' , '28' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node353' , '5' , 'c' , '13' , '29' , '29' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node354' , '5' , 'c' , '13' , '30' , '30' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node355' , '5' , 'c' , '13' , '31' , '31' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node356' , '5' , 'c' , '13' , '32' , '32' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node357' , '5' , 'c' , '13' , '33' , '33' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node358' , '5' , 'c' , '13' , '34' , '34' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node359' , '5' , 'c' , '13' , '35' , '35' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "rutledge (Vaibhaw Kumar, vaibhawk@mit.edu)"}'
  'node360' , '5' , 'c' , '14' , '01' , '01' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node361' , '5' , 'c' , '14' , '02' , '02' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node362' , '5' , 'c' , '14' , '03' , '03' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node363' , '5' , 'c' , '14' , '04' , '04' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node364' , '5' , 'c' , '14' , '05' , '05' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node365' , '5' , 'c' , '14' , '06' , '06' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node366' , '5' , 'c' , '14' , '07' , '07' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node367' , '5' , 'c' , '14' , '08' , '08' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node368' , '5' , 'c' , '14' , '09' , '09' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node369' , '5' , 'c' , '14' , '10' , '10' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node370' , '5' , 'c' , '14' , '11' , '11' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node371' , '5' , 'c' , '14' , '12' , '12' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node372' , '5' , 'c' , '14' , '13' , '13' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node373' , '5' , 'c' , '14' , '14' , '14' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node374' , '5' , 'c' , '14' , '15' , '15' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node375' , '5' , 'c' , '14' , '16' , '16' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node376' , '5' , 'c' , '14' , '17' , '17' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node377' , '5' , 'c' , '14' , '18' , '18' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node378' , '5' , 'c' , '14' , '19' , '19' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node379' , '5' , 'c' , '14' , '20' , '20' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node380' , '5' , 'c' , '14' , '21' , '21' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node381' , '5' , 'c' , '14' , '22' , '22' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node382' , '5' , 'c' , '14' , '23' , '23' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node383' , '5' , 'c' , '14' , '24' , '24' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node384' , '5' , 'c' , '14' , '25' , '25' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node385' , '5' , 'c' , '14' , '26' , '26' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node386' , '5' , 'c' , '14' , '27' , '27' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node387' , '5' , 'c' , '14' , '28' , '28' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node388' , '5' , 'c' , '14' , '29' , '29' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node389' , '5' , 'c' , '14' , '30' , '30' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node390' , '5' , 'c' , '14' , '31' , '31' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node391' , '5' , 'c' , '14' , '32' , '32' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node392' , '5' , 'c' , '14' , '33' , '33' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node393' , '5' , 'c' , '14' , '34' , '34' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node394' , '5' , 'c' , '14' , '35' , '35' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node395' , '5' , 'c' , '14' , '36' , '36' , 'Lenovo x3550' , '{ppool: "engaging1"},{pgroup: "cnh NSF"}'
  'node396' , '5' , 'c' , '16' , '01' , '01' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node397' , '5' , 'c' , '16' , '02' , '02' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node398' , '5' , 'c' , '16' , '03' , '03' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node399' , '5' , 'c' , '16' , '04' , '04' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node400' , '5' , 'c' , '16' , '05' , '05' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node401' , '5' , 'c' , '16' , '06' , '06' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node402' , '5' , 'c' , '16' , '07' , '07' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node403' , '5' , 'c' , '16' , '08' , '08' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node404' , '5' , 'c' , '16' , '09' , '09' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
  'node405' , '5' , 'c' , '16' , '10' , '10' , 'HP ProLiant DL60 @ 128GiB' , '{ppool: "engaging1"},{pgroup: "g4nier"}'
